texto,insulto,amenaza,rumores_difamatorios,comentarios_humillantes,lenguaje_discriminatorio,acoso_sexual,manipulacion_emocional,lenguaje_vulgar,acoso_general,redes_sociales,suicidio_autolesion
wen solo jr juntos hacemos cosas raras jajaja amo mejor amigo,False,False,False,False,False,False,False,False,False,False,False
simplemente ríete ello,False,False,False,False,False,False,False,False,False,False,False
anjemchoudary cobarde hipócrita respaldará palabras acciones uniéndose isis,False,False,False,False,False,False,False,False,False,False,False
cammatthews hecho sexistas sienten mismo,False,False,False,False,False,False,False,False,False,False,False
gané logro mano ayudante bully scholarship edition puntos trueachievement httptinyurlcomdobqe,False,False,False,False,False,False,False,False,False,False,False
mykitchenrules patético canal mkr,False,False,False,True,False,False,False,False,False,False,False
cómo padre irresponsable entrenador tenis amigo jueces sigue programa mkr,False,False,False,False,False,False,False,False,False,False,False
significaría si tomaras tiempo ver bullying httpwwwyoutubecomwatchvxpuw bellathorne,False,False,False,False,False,False,False,False,False,False,False
bruciebabe maxblumenthal basura apoyas httptcouzimcfica,False,False,False,False,False,False,False,False,False,False,False
sólo quedan minutos clase,False,False,False,False,False,False,False,False,False,False,False
malos perdedores k mkr,True,False,False,False,False,False,False,False,False,False,False
watchobserve camillehughes anthfieg conseguir trabajo integrarse problema individuos gobiernos,False,False,False,False,False,False,False,False,False,False,False
mkr kat andre deben sentirse jodidos momento realidad importa digan,False,False,False,False,False,False,False,False,False,False,False
rt colonelkickhead aquí pastel vainilla deconstruido requiere ensamblaje mkr httptcoahsuwvpjo,False,False,False,False,False,False,False,False,False,False,False
creo estimado suficiente mkr,False,False,False,False,False,False,False,False,False,False,False
didiersnelson dargabbin necesitamos lmampjb super boins mecánico loco espacio personal givedeanredlinespinoffs,False,False,False,False,False,False,False,False,False,False,False
vuelta viejo querido hrc noche hora intimidar katiehalliday jaja,False,False,False,False,False,False,False,False,True,False,False
cómo puedes obtener postre anunciado tarta limón si apenas limón mkr,False,False,False,False,False,False,False,False,False,False,False
jailacson sbay escuela,False,False,False,False,False,False,False,False,False,False,False
magniflux markdavis refieres mitt romney,False,False,False,False,False,False,False,False,False,False,False
mrawsaidthecow ahmadramii jaychehab ririjay alsibairana rindo hermano dale quieras p,False,False,False,False,False,False,False,False,False,False,False
rt missclarolyn plato principal ve asqueroso gtlt mkr,False,False,False,True,False,False,False,False,False,False,False
harmlesstree aquí httpstcoxwjzpsodgj,False,False,False,False,False,False,False,False,False,False,False
bilalighumman halima johnnygjokaj cdnkhadija rfrankh idiota leído corán hadices,True,False,False,False,False,False,False,False,False,False,False
israelites lahavharkov aliyaist gilhoffman jerusalempost tal vez deberías tomarte minutos leer bandera wiki,False,False,False,False,False,False,False,False,False,False,False
chacha moga sih ngga bacot bgt diee minta d bully gtmlt,False,False,False,False,False,False,False,False,False,False,False
steve actuando tan parecido drasko empezando desagradarme mkr,False,False,False,False,False,False,False,False,False,False,False
congressmanaly cohetes azar volando dirección escoria mentirosa,False,False,False,False,False,False,False,False,False,False,False
harmlesstree aquí httpstcoxwjzpsodgj,False,False,False,False,False,False,False,False,False,False,False
rt feministajones escribí artículo time violencia doméstica pareja impacto mujeres negras lees compartes favor,False,False,False,False,False,False,False,True,False,False,False
mkr chicas van enojar,False,False,False,False,False,False,False,False,False,False,False
rt ravenhuwolf ignorancia complacencia forbes reflejan desesperada gente crea islamhttptcoxdjvevoqz http,False,False,False,False,False,False,False,False,False,False,False
lenletaylor mierda racista inaceptable lt guau,False,False,False,False,False,False,False,True,False,False,False
gsims escuela hermano casa mañana noche envíame número mensaje privado resumen llegue casa intentaré tenerlo,False,False,False,False,False,False,False,False,False,False,False
misskeribaby favor visítenos wwwhbhliveapparelcom enviamos mensaje positivo vivo concientización salud detengan pandillas abuso drogas acoso etc,False,False,False,False,False,True,False,False,False,False,False
dirtytruths sigue hablando pensar si quieres altura podrías haber aportado datos ninguno,False,False,False,False,False,False,False,False,False,False,False
lol sonrisa kat desapareció menos segundos mkr,False,False,False,False,False,False,False,True,False,False,False
jessymas benleasor veremos viernes cuánto intimidan jajaja,False,False,False,False,False,False,False,False,False,False,False
callmehotch gracias aaron besa mejilla,False,False,False,False,False,False,False,False,False,False,False
kurafire única preocupación ser organización fines lucro impone muchas restricciones,False,False,False,False,False,False,False,False,False,False,False
mkr haciendo sentir si apuñalada momento sassy,False,False,False,False,False,False,False,False,False,False,False
sucede razón,False,False,False,False,False,False,False,False,False,False,False
slabdogs creo selector tweets problemas,False,False,False,False,False,False,False,False,False,False,False
tava sofrendo bullying agora com iamsexo oisoubea telefone dksldskdlk,False,False,False,False,False,False,False,False,False,False,False
spacekatgal puntos tonterías tomadas punto vista hombre cis blanco acoso facebook pft proporcionar identificacióndirección,False,False,False,False,False,True,False,False,False,False,False
zip oh dios mio ojalá sido parodia,False,False,False,False,False,False,False,False,False,False,False
iamlashae realidad necesiten sino comportan si drogados,False,False,False,False,False,False,False,False,False,False,False
charmieos pendragontarot podemos tomar ninguna medida ofrecer asesoramiento asistencia persona atacada debe informar policía,False,False,False,False,False,False,False,False,False,False,False
feliz cumpleaños samya,False,False,False,False,False,False,False,False,False,False,False
puedo creer katie nikki pasado allí apenas si cocinaron mkr,False,False,False,False,False,False,False,False,False,False,False
sharonb espero verte,False,False,False,False,False,False,False,False,False,False,False
bot httptcoidykzeb,False,False,False,False,False,False,False,False,False,False,False
roostrwoodstock enalolena mentira igual imágenes inventadas trolls rusos httptcomjtbgpjai,False,False,False,False,False,False,False,False,False,True,False
opongo cualquier alimento rime turd mkr,False,False,False,False,False,False,False,False,False,False,False
alias término homofobia tem sido usado grande exagerado así bullying,False,False,False,False,False,False,False,False,False,False,False
mkr manipulado año,False,False,False,False,False,False,False,False,False,False,False
dbully personalmente culpo arsene deben ser equipo gooners fichaje chamberlain lugar defensa central debe haberlos llevado límite,False,False,False,False,False,False,False,False,False,False,False
nikki katie mkr molesta espero aparezca pantalla,False,False,False,False,False,False,False,False,False,False,False
kaivaxblizzard realidad molesto haberme olvidado guarnición haber perdido límite conquista,False,False,False,False,False,False,False,False,False,False,False
podría ser benigno escapa hilarante situación,False,False,False,False,False,False,False,False,False,False,False
rt catatwitering basta restaurantes instantáneos mkr,False,False,False,False,False,False,False,False,False,False,False
tarta limón deconstruida parece bastante podría parecer plato después haber comido tarta limón mkr,False,False,False,False,False,False,False,False,False,False,False
cajón verduras enfriará rápido señoras mkr,False,False,False,False,False,False,False,False,False,False,False
scampfaridxx existe ninguna investigación histórica independiente respalde corán hadiths,False,False,False,False,False,False,False,False,False,False,False
rt jgray basado puntuaciones annie lloyd sheri emile,False,False,False,False,False,False,False,False,False,False,False
sellaron antecedentes malvado bastardo mire folleto revista harvard law review bo,False,False,False,False,False,False,False,False,False,False,False
mencionaron tech news night httptcoxxwcczat exacto acerca bastante minuto httptcouzehgfdfi,False,False,False,False,False,False,False,False,False,False,False
fiercefemme demasiado mayor recordar escuela primaria jajaja mucha suerte estudios x,False,False,False,False,False,False,False,False,False,False,False
necesita verificación skype keybaseio,False,False,False,False,False,False,False,False,False,False,False
levanta pierna luego golpéala flex,False,False,False,False,False,False,False,False,False,False,False
cocinar biblioteca disneylandia annie lloyd absolutamente locos mkr,False,False,False,False,False,False,False,False,False,False,False
snipeyhead básicamente vida,False,False,False,False,False,False,False,False,False,False,False
yungbeyay secundaria,False,False,False,False,False,False,False,False,False,False,False
encanta hecho bebé mejor amigo,False,False,False,False,False,False,False,False,False,False,False
rt kiri pongo día mkr anoche kat andre súper molestos,False,False,False,False,False,False,False,False,False,False,False
tontería wadhwa dijo mujeres acuerdo solo buscaban atención palabras,False,False,False,False,False,False,False,False,False,False,False
thaumatropia hoy soleado p parque perros hora,False,False,False,False,False,False,False,False,False,False,False
vickafarahdiba tul bgtmbdi bullying,False,False,False,False,False,False,False,False,False,False,False
normalmente kat andre van campamentos poder disfrutar dogging mkr,False,False,False,False,False,False,False,False,False,False,False
rt curdistani grupo protestaba violación asesinato ozgecanaslan atacado turbas racistas turcas gritaban violadores hicieron bien,False,False,False,False,False,False,False,False,False,False,False
tendido viendo películas día suena mejor estudiar estadística ir trabajar,False,False,False,False,False,False,False,False,False,False,False
grz día danzara bullying hará masacre d,False,False,False,False,False,False,False,False,False,False,False
supongo rob dave podrían servir mierda palo esquiroles quiero decir campistas comerían cualquier cosa mkr gorrones fcknyobs,False,False,False,False,False,False,False,True,False,False,False
xabaddea,False,False,False,False,False,False,False,False,False,False,False
espero katie nikki logren derrotar kat andre mkr,False,False,False,False,False,False,False,False,False,False,False
encanta mkr odiar,False,False,False,False,False,False,False,False,False,False,False
proyecto bully propietarios pastor alsaciano deben tener cuidado legislación específica raza muchas veces pastor alsaciano httptcotgxveu,False,False,False,False,False,False,False,False,False,False,False
rt awizardsbeard freebsdgirl gente crea cosas raras suficientes medicamentos venta libre idea ladrones tiendas simplemente gente pobre dolores cabeza,False,False,False,False,False,False,False,False,False,False,False
caitlinmariee querida caitlin leo tweets automáticamente pierdo caso lunes ereslamejor,False,False,False,False,False,False,False,False,False,False,False
carajo mkr mkr,False,False,False,False,False,False,False,True,False,False,False
pagar nueva identificaciónltltlt,False,False,False,False,False,False,False,False,False,False,False
pueden hombres dejar disparar gente maldito segundo,False,False,False,False,False,False,False,False,False,False,False
rt jillwetzler mujer perteneces minoría subrepresentada temes gente piense contrataron,False,False,True,False,False,False,False,False,False,False,False
persuasian oh viendo fútbol voy trabajar partido escuela,False,False,False,False,False,False,False,False,False,False,False
kwiebs ambulo ambulo ambulo,False,False,False,False,False,False,False,False,False,False,False
rt kylecrilly yesyouresexist molesto pene,False,False,False,False,False,False,False,False,False,False,False
rt sudixitca izquierdistas europeos molestos casa llamas burlando presidente unityrally,False,False,False,False,False,False,False,False,True,False,False
si orgulloso ser birmingham ayuda difundir condena cualquier disturbio saqueo noche orgulloso astonvilla orgulloso bullring,False,False,False,False,False,False,False,False,False,False,False
mkr público grita abuuuu productores aplauden alegría,False,False,False,False,False,False,False,False,False,False,False
trentmkays drurbanski excepto funciones deberían tener barrera pago,False,False,False,False,False,False,False,False,False,False,False
waterfallsmh matón,False,False,False,False,False,False,False,False,True,False,False
rt ceciliast puedo creer ex aspirante tenista todavía mkr,False,False,False,False,False,False,False,False,False,False,False
annea tvweekmag pan empapado aspecto repugnante mkr,False,False,False,False,False,False,False,False,False,False,False
dios milyhehe rindo do zumbi só pq ele é gay isso é bullying viu mocinha shuahsuha,False,False,False,False,False,False,False,False,False,False,False
mamá hizo trampa dieta hecho orgulloso,False,False,False,False,False,False,False,False,False,False,False
amanh meninos vo sumir um dia inteiro sem bulling,False,False,False,False,False,False,False,False,False,False,False
lithobolos politicalant zaibatsunews cristianos yazidis irak pensaban vecinos musulmanes bien llegó isis,False,False,False,False,False,False,False,False,False,False,False
marinado lágrimas gater,False,False,False,False,False,False,False,False,False,False,False
dónde celebra concurso cocina muerte súbita cómo mueren podemos conseguir entradas mkr,False,False,False,False,False,False,False,False,False,False,False
glennf spacekatgal regurgitando mismas ideas gente malas entonces sorprendentemente siguen siendo malas ahora,False,False,False,False,False,False,False,False,False,False,False
dije llegaría directamente escuela haría tarea bailar ughh twitter déjame hacer valga pena,False,False,False,False,False,False,False,False,False,False,False
voc é feia apenas sofre bullying do espelho,False,False,False,False,False,False,False,False,False,False,False
pocky siempre httptcosahxedt,False,False,False,False,False,False,False,False,False,False,False
mundo perros bully stafford tekoop httpyfrogcomgzaladj,False,False,False,False,False,False,False,False,False,False,False
mkr vete casa,False,False,False,False,False,False,False,False,False,False,False
ibclassicbeats hermano definitivamente problema enviártelos,False,False,False,False,False,False,False,False,False,False,False
realidad importaría votación estratégica equipo mkr,False,False,False,False,False,False,False,False,False,False,False
mejor recibir canción bad feminist rgay navidad frente abuela súper católica tío insufriblemente sexista,False,False,False,False,False,False,False,False,False,False,False
censored charliehebdo importa crees libertad expresión,False,False,False,False,False,False,False,False,False,False,False
respetan pete leído twitter verdad mkr,False,False,False,False,False,False,False,False,False,False,False
mkr precio dignidad televisada nivel nacional,False,False,False,False,False,False,False,False,False,False,False
brownbagpantry lamentablemente denunciar solución mejor opción bloquear silenciar ignorar,False,False,False,False,False,False,False,False,False,True,False
torisoreal bendecida gracias tori,False,False,False,False,False,False,False,False,False,False,False
jihatweanbarwea daesh ahora queda esconderse detrás civiles luego llorar cómo civiles siendo asesinados,False,False,False,False,False,False,False,False,False,False,False
viejos saben conducir mierda cómo carajo vas parar carril medio dale mabry ponerte carril izquierdo idiota,True,False,False,False,False,False,False,True,False,False,False
cartmanswife haremos cierto triste conversación recordaste hace dos días acoso,False,False,False,False,False,True,False,False,False,False,False
prgamer muestra,False,False,False,False,False,False,False,False,False,False,False
parece haber dos formas tener éxito mkr cocinar terriblemente quejarse excesivamente recibir oportunidad justa dar sabes cocinar bien,False,False,False,False,False,False,False,False,False,False,False
alllightskin sigue matón,False,False,False,False,False,False,False,False,True,False,False
mañana movida museo grupo escolar grupo fotografía grupo thecooperative conferencia tarde,False,False,False,False,False,False,False,False,False,False,False
muchas escuelas visitado parecen prisiones visitado menos barrotes hmmmmm américa,False,False,False,False,False,False,False,False,False,False,False
recuerdan lugar cantlie paró kobane anunciar isis control total ahora manos kurdos mosul,False,False,False,False,False,False,False,False,False,False,False
denisedn grata bullying mentes perigosas nas escolas acompañarme trabajo sucesso pra vc tb abs ana beatriz,False,False,True,False,False,False,False,False,False,False,False
delaneyfo ocupada hoy juntarnos pronto,False,False,False,False,False,False,False,False,False,False,False
odio kat puto andre par perros mestizos antideportivos mykitchenrules mkr malvado laperramásgrande topos tramposos,False,False,False,False,True,True,False,True,False,False,False
parece postre rubiasasesinas mkr,False,False,False,False,False,False,False,False,False,False,False
episodio campamento chistes juegos palabras orden día mkr mkr,False,False,False,False,False,False,False,False,False,False,False
supongo realmente sucedió competencia mkr durará siempre,False,False,False,False,False,False,False,False,False,False,False
si fijamos hashtag gg lawandordersvu promedio tuits m ahora m,False,False,False,False,False,False,False,False,False,False,False
amohedin chameleonx halalflaws haroonstyles islamdefense hecho creo iré ver gilmore girls netflix buenas noches,False,False,False,False,False,False,False,False,False,False,False
habitantes tennessee enfrentan nuevas normas internet destinadas frenar piratería acoso httptcohgdoq vía tennessean,False,False,False,False,False,True,False,False,False,False,False
alguien toma demasiado serio mkr,False,False,False,False,False,False,False,False,False,False,False
mierda locura cabeza brillante,False,False,False,False,False,False,False,True,False,False,False
lifeinkhilafah pasas tiempo sentado internet kuffir tratando convencer idiotas unan animales daesh,True,False,True,False,False,False,False,False,False,False,False
rt henryjnro hombres muestran dientes enojados igual malos httpstcoohxaxjvgep,False,False,False,False,False,False,False,False,False,False,False
argg necesito dormir xx jodida escuela hoy día concentración montón tonterías porquerías,False,False,False,False,False,False,False,False,False,False,False
cómo ponerse lado combatientes kurdos siempre sonríen regularmente forman círculos toman mano cantan bailan httptcoebfrwskzdk,False,False,False,False,False,False,False,True,False,False,False
próximo episodio mkr kat va servir conejo hervido psicosis atracciónfatal,False,False,False,False,False,False,False,False,False,False,False
puedo entender cómo verdadera cocción mkr principal,False,False,False,False,False,False,False,False,False,False,False
favor bullying,False,False,False,False,False,False,False,False,False,False,False
congressmanaly idea judíos culpables estupidez increíble,False,False,False,False,False,False,False,False,False,False,False
embargo duele muchísimo abdominales estiramientos clase spinning acabado allbeworthit,False,False,False,False,False,False,False,False,False,False,False
kathykilleavy orgullosa saber voté republicanoheterosexual,False,False,False,False,False,False,False,False,False,False,False
naethelovelyone si encuentras retuitéalo sepa quién hablando,False,False,False,False,False,False,False,False,False,False,False
cperciva sé parte corazón realidad tuiteo,False,False,False,False,False,False,False,False,False,False,False
zaenbassem httptcosvmkdrgoh,False,False,False,False,False,False,False,False,False,False,False
asskickery jajajajaja mkr mkr mkrsexylloyd,False,False,False,False,False,False,False,False,False,False,False
asem islam judaísmo cristianismo religiones abrahámicas ciencia sólo puede avanzar supera superstición,False,False,False,False,False,False,False,False,False,False,False
sfthewolf gusta cliché mujeres refrigeradores voy decir cómics deberían existir,False,False,False,False,False,False,False,False,False,False,False
vergüenza verdad daría vergüenza lugar mkr,False,False,False,False,False,False,False,False,False,False,False
argh soporto kat mkr,False,False,False,False,False,False,False,False,False,False,False
liftingprobz haz ganancias guerras gymproblemz joshnicholson acuerdo amigo jaja,False,False,False,False,False,False,False,False,False,False,False
pensando mejores solo podemos esperar arruinen próxima ronda sucedido mkr,False,False,False,False,False,False,False,False,False,False,False
solo mantener fe orar,False,False,False,False,False,False,False,False,False,False,False
camillal opa bulling,False,False,False,False,False,False,False,False,False,False,False
np gran matón lloyd bank,False,False,False,False,False,False,False,False,True,False,False
solo quiero volver escuela soporto aquí,False,False,False,False,False,False,False,False,False,False,False
asem turcos llevaron cabo genocidio armenio siglo pasado vez pregunta podemos ir allá odio religioso,False,False,False,False,False,False,False,False,False,False,False
greenlinerzjm halalflaws biebervalue mujeres musulmanas tratadas reinas httptcoftxeenwq,False,False,True,False,False,False,False,False,False,False,False
zorazzora zackbeauchamp httptcofqnnzetxrx,False,False,False,False,False,False,False,False,False,False,False
kat andre merecen competencia perros mkr,False,False,False,False,False,False,False,False,False,False,False
gustó vídeo youtube sacanas httptcoboglh jon jones kid bullying failgordinho espa,False,False,False,False,False,False,False,False,False,False,False
jaredchase cómo matando,False,False,False,False,False,False,False,False,False,False,False
gracias hoy exitoso ngebullynya jaja sarahmuharani andienpp viviolvita jg sheryol,False,False,False,False,False,False,False,False,False,False,False
rt simplylaurax favor ayúdenme encontrar hermana amiga amplifiquen señal podamos llevarla casa httptcojmuvlji,False,False,False,False,False,False,False,False,False,False,False
perdóname amor desearte échale culpa cejas arqueadas ojos azules dilotodoellunes,False,False,False,False,False,False,False,False,False,False,False
basicmountain resulta difícil encontrar buenos artículos marvel linda impresión target jajaja lamentablemente dc ofrece mejores productos,False,False,False,False,False,False,False,True,False,False,False
clashoftherats sé traductores ganan vida traduciendo textos árabe saben árabe sé mintiendo respecto,False,False,False,False,False,False,False,False,False,False,False
rt kagesatsuki amor aire queridos amigos warcraft lt felizdíadesanvalentín httptcovtermd,False,False,False,False,False,False,False,False,False,False,False
buñuelos maíz calabacín chicos van arrasar mmm mkr hungrycampers,False,False,False,False,False,False,False,False,False,False,False
dynamofilistin httptcooqfcuw,False,False,False,False,False,False,False,False,False,False,False
frio é bullying solteiros,False,False,False,False,False,False,False,False,False,False,False
bullyinguk trabajo escuelas centra trabajar tipo acoso especialmente respecta discapacidad wwwelephantintheroomcouk,False,False,False,False,True,True,False,False,False,False,False
wededartoe buffie realidad embarazada semanas mentiría,False,False,False,False,False,False,False,False,False,False,False
jizyacollector abumusabalturki islamofascist protocolshami cierto dice rt embargo organizaciones islámicas unidos podrían hacerlo,False,False,False,False,False,False,False,False,False,False,False
muchas gracias comentarios apoyo campaña concienciación acoso escolar wwwispccie,False,False,False,False,False,True,False,False,False,False,False
sir puedo demasiado ocupado siendo superhéroe corriendo capa puesta,False,False,False,False,False,False,False,False,False,False,False
keertirakhra acabo enviar nuevo modos si acaso,False,False,False,False,False,False,False,False,False,False,False
nannykfc noche señora ja sissy,False,False,False,False,False,False,False,False,False,False,False
freebsdglri awww alguien enojado lt,False,False,False,False,False,False,False,False,False,False,False
recordatorio acosador siempre hiere alguien débil nunca atacará alguien seguro poder vencer físicamente,False,False,False,False,False,False,False,False,True,False,False
lbjoakim kingmark sttephy centurionfenty rihannaforlife jajaja puedes imaginar uf,False,False,False,False,False,False,False,False,False,False,False
ccrichton hacerlos desaparecer arte magia través danza interpretativa oh así,False,False,False,False,False,False,False,True,False,False,False
matchtalk derrnecesitamos ganar,False,False,False,False,False,False,False,False,False,False,False
ritmo posible aparezcan casa pronto esperando comida sorpresa ronda mkr,False,False,False,False,False,False,False,False,False,False,False
ahaa media naranja ir correr,False,False,False,False,False,False,False,False,False,False,False
hombre nunca fallará clásico,False,False,False,False,False,False,False,False,False,False,False
rt amaninblack freebsdgirl minuto transmisión dice gente gg debería revelar identidad srh httpstcofsdalwjhg,False,False,False,False,False,False,False,False,False,False,False
spoonsclass feliz navidad ustedes corazón,False,False,False,False,False,False,False,False,False,False,False
bdssupporter sufres vacío total orejas,False,False,False,False,False,False,False,False,False,False,False
entonces aparentemente bar salón msp decidió robarme chaqueta saliendo duncanblackxxx real,False,False,False,False,False,False,False,False,False,False,False
gemmanoon realmente divertido ver cómo surgen patrones respecto varios grupos creo útil,False,False,False,False,False,False,False,False,False,False,False
jasongio pasado correo electrónico hace tiempo persona,False,False,False,False,False,False,False,False,False,False,False
odio salchicha puntuación mkr,False,False,False,False,False,False,False,False,False,False,False
athenahollow shadowpraxis casada hijos años,False,False,False,False,False,False,False,False,False,False,False
sfthewolf httptcogwbusbw si consigues instales controladores simplemente usa controladores cámara web predeterminados,False,False,False,False,False,False,False,False,False,False,False
seguramente tomando pelo mkr,False,False,False,False,False,False,False,False,False,False,False
harmlesstree gran estupidez única razón harían obligarlos pagar yizia,False,False,False,False,False,False,False,False,False,False,False
dirtytruths rofl negador genocidio lol vale dado cuenta hablando izquierda lunática buen día,False,False,False,False,False,False,False,False,False,False,False
oh bandeja entrada,False,False,False,False,False,False,False,False,False,False,False
mkr baaarrrbbeeeqquuueee colin,False,False,False,False,False,False,False,False,False,False,False
xinhberreman siempre quise usar palabra oración xinh mkr,False,False,False,False,False,False,False,False,False,False,False
rt pamelageller casa blanca niega llamar cristianos víctimas decapitación mientras egipto lanza ataques aéreos islámico http,False,False,False,False,False,False,False,False,False,False,False
quiero ash vuelva necesito vuelta mkr,False,False,False,False,False,False,False,False,False,False,False
rt spacekatgal trata solo mostrarte anuncios swiftonsecurity explica hace usuarios lenovo ridículamente vulnerables http,False,False,True,False,False,False,False,False,False,False,False
veamos haciendo ash camilla mkr httptcoilbghkuf,False,False,False,False,False,False,False,False,False,False,False
inicio clases llegar redoblemos esfuerzos fomentemos alumnos inicio cero tolerancia bullying,False,False,False,False,False,False,False,False,False,False,False
michaelaubele steelersdepot sb conseguir ike puesto parker seleccionado draft corredor número número mientras sigue acertando primeras selecciones campeón,False,False,False,False,False,False,False,False,False,False,False
ekillahh puedo realizar múltiples tareas trata preocuparme,False,False,True,False,False,False,False,False,False,False,False
yesyouresexist haz uso liberal botón bloqueo piensa espíritu afín asiente vigorosamente mientras lee traducción,False,False,False,False,False,False,False,False,False,False,False
rt theauthor vale pena mencionar umbral absurdamente bajo hombres imponen ira mujeres decir simplemente suele interpretarse,False,False,False,False,False,False,False,False,False,False,False
pobres concursantes mkr acampar cocinar personas desayuno acampar montar tienda campaña quedarse cabaña acampar asco,False,False,False,False,False,False,False,False,False,False,False
mikebautista oscarchavez va bullying hace señora esquina,False,False,False,False,False,False,False,False,False,False,False
simplemente creo mundo necesita saber muchas mujeres defecan parto totalmente bien,False,False,False,False,False,False,False,False,False,False,False
matar gente quemar mierda joder escuela,False,True,False,False,False,False,False,True,False,False,False
bisbiss awww tan cerca puedo creer amiga escuela primaria vaya casar jajaja awwww felicitaciones mamá,False,False,False,False,False,False,False,False,False,False,False
ken starr ahora portavoz big intentando intimidar aggies queden,False,False,False,False,False,False,False,False,True,False,False
acoso escolar tema central conferencia connecticut incluirá revisión medidas duras docenas padres connecticut httpbitlyncdnp,False,False,False,False,False,True,False,False,False,False,False
ah veo jennofhardwire enviando pequeño escuadrón acosadores si pudiéramos ver través acto inocente,False,False,False,False,False,False,False,False,False,False,False
